rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,year,month,week,day,dayofweek,dayofyear,is_month_end,is_month_start,is_quarter_end,is_quarter_start,is_year_end,is_year_start,seasons_autumn,seasons_winter,seasons_summer,seasons_spring,holiday_yes,holiday_no,functioning_day_no,functioning_day_yes
62,4,1.6,92,0.7,119,0.4,0.0,0.0,0.9,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
83,5,1.5,92,1.1,175,0.3,0.0,0.0,0.9,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
137,6,1.0,93,0.5,148,0.0,0.0,0.0,0.9,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
367,7,0.3,93,0.5,173,-0.7,0.0,0.0,0.9,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
754,8,-0.2,96,0.8,173,-0.7,0.01,0.0,0.8,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
415,9,0.1,91,0.8,265,-1.1,0.14,0.0,0.8,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
321,10,1.1,83,0.7,311,-1.4,0.41,0.0,0.7,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
333,11,2.3,69,1.7,628,-2.8,0.63,0.0,0.6,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
431,12,3.7,65,2.4,833,-2.2,0.98,0.0,0.3,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
394,13,4.1,37,3.1,1767,-9.3,1.14,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
390,14,4.4,36,2.7,1975,-9.4,1.04,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
430,15,4.0,35,3.1,1962,-10.1,0.84,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
471,16,3.2,38,2.9,1817,-9.7,0.51,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
552,17,2.1,50,2.0,1434,-7.2,0.15,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
795,18,0.7,46,2.7,1558,-9.6,0.0,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
507,19,-0.4,47,2.5,1269,-10.3,0.0,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
390,20,-1.4,47,2.5,1620,-11.2,0.0,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
402,21,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
389,22,-2.7,48,2.6,1844,-12.2,0.0,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
259,23,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,2017,7,28,12,2,193,False,False,False,False,False,False,0,1,0,0,0,1,0,1
233,0,-3.5,49,2.6,1893,-12.6,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
230,1,-3.7,50,2.5,1902,-12.6,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
131,2,-4.3,53,1.0,1918,-12.4,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
99,3,-4.8,52,1.6,1978,-13.1,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
71,4,-5.3,53,2.4,1936,-13.4,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
84,5,-5.8,56,2.0,1941,-13.1,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
158,6,-6.0,56,3.5,1853,-13.3,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
387,7,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
780,8,-7.0,59,0.8,1559,-13.6,0.01,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
395,9,-6.7,50,0.9,1492,-15.4,0.23,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
261,10,-5.3,44,2.8,1516,-15.6,0.63,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
310,11,-3.7,39,1.4,1595,-15.6,0.93,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
355,12,-2.0,30,1.4,1728,-17.3,1.14,0.0,0.0,2017,8,32,12,5,224,False,False,False,False,False,False,0,1,0,0,0,1,0,1
